Nombre,Ciudad,Estado,Relación_profesional,Responsabilidad,Requisitos,Toda,Sueldo,Ingreso_mensual,Diferencia
"Analista de Calidad / Quality Analyst (Mexico (MX01), MEX, MX)",Ciudad de México,Ciudad de México,Laboratorio,"1. Brinda soporte para que los procesos locales relacionados con el producto y establecimiento cumplan con los estándares de calidad., 4. Da soporte a los procesos de quejas y devoluciones., 5. Elabora la documentación de calidad relativa a los procesos y productos que se requieran., 6. Control de material caduco y gestión proceso control de plagas, 8. Revisión compras semanales y proyectos de inversión, • Experiencia de 1 año en aseguramiento de Calidad de Dispositivos Médicos o Insumos para la Salud, • Experiencia en manejo de Insumos para la Salud o Dispositivos Médicos de todas las clases de riesgo., Conocimiento y Destrezas Requeridos:, • Conocimiento en las Normas Oficiales Mexicanas para Dispostivos Medicos (NOM 240, 241, 137), la Ley General de Salud., • Conocimiento de la ISO 13485 e ISO 9001., • Conocimiento en la elaboración, manejo de documentación., • Manejo eficiente del tiempo y prioridades., • Orientación al logro de resultados con atención al detalle.","• Experiencia de 1 año en aseguramiento de Calidad de Dispositivos Médicos o Insumos para la Salud, • Experiencia en manejo de Insumos para la Salud o Dispositivos Médicos de todas las clases de riesgo.","Descripción, Arthrex, Inc. es una empresa global de dispositivos médicos y líder en desarrollo de nuevos productos y educación médica. Somos una empresa privada que se esfuerza por cumplir nuestra misión corporativa de ayudar a los cirujanos a tratar mejor a sus pacientes™. Estamos comprometidos a brindar una calidad inigualable a los profesionales de la salud que usan nuestros productos y, en última instancia, a los millones de pacientes cuyas vidas impactamos.Objetivo Primordial:El Analista de Calidad deberá de ejecutar y apoyar en todas las actividades administrativas y técnicas requeridas relativas al área de Aseguramiento de Calidad. Tareas Esenciales:1. Brinda soporte para que los procesos locales relacionados con el producto y establecimiento cumplan con los estándares de calidad.2. Inspecciona el producto en tiempo y forma y asegura el cumplimiento de los requisitos sanitarios del producto entre otros (retornos cirugía, importación)3. Realiza en tiempo y forma las inspecciones y transacciones necesarias para la liberación o retención del producto.4. Da soporte a los procesos de quejas y devoluciones.5. Elabora la documentación de calidad relativa a los procesos y productos que se requieran.6. Control de material caduco y gestión proceso control de plagas7. Soporte duranre la ejecución auditorias internas / certificación8. Revisión compras semanales y proyectos de inversión9. Cumplimiento con KPI's establecidos. (incidencias en cirugias, producto dañado, devoluciones de clientes)Educación y Experiencia:• Licenciatura Químico Farmacéutico Biológo, Ciencias Farmaceuticas o carrera afin al área de la Salud.• Experiencia de 1 año en aseguramiento de Calidad de Dispositivos Médicos o Insumos para la Salud• Experiencia en manejo de Insumos para la Salud o Dispositivos Médicos de todas las clases de riesgo.La educación puede ser reemplazada por la experiencia solicitada.Conocimiento y Destrezas Requeridos:• Conocimiento en las Normas Oficiales Mexicanas para Dispostivos Medicos (NOM 240, 241, 137), la Ley General de Salud.• Conocimiento de la ISO 13485 e ISO 9001.• Conocimiento en la elaboración, manejo de documentación.• Comunicación efectiva. • Manejo eficiente del tiempo y prioridades. • Orientación al logro de resultados con atención al detalle.Destrezas en Programas, Herramientas y/o Equipo:• Microsoft Office Nivel básico.• SAP deseable.Ofrecemos: Salario competitivo. Prestaciones superiores  Cobertura médica. Programa de asistencia al empleado y familiares (consulta terapéutica, veterinaria, nutricional, financiera y legal). Apoyo de educación. Días adicionales de descanso a los otorgados por ley. Idiomas adicionales:Ingles BásicoPorcentaje de viajeNacional: 10 % Internacional: 10%Estamos comprometidos en tratar a todos los y las solicitantes de manera justa y no discriminamos por motivos de raza, nacionalidad, edad, sexo, características físicas, origen social, discapacidad, afiliación sindical, religión, estado civil, embarazo, orientación sexual, identidad de género, expresión de género o cualquier criterio ilegal según corresponda a ley.",,29500,
Biólogo o Veterinario,"Puebla, Puebla",Puebla,Laboratorio,"Experiencia de 1 año en mantenimiento y cuidado de peces de agua dulce., Actividades de cuidado y mantenimiento de exhibiciones en general: limpieza, ambientación, cuidado de los organismos, entre otras.",,"ACUARIO MICHIN, TE INVITA A FORMAR PARTE DE SU EQUIPO COMO:
""ACUARISTA.""
· Requisitos:
-Egresados de las licenciaturas en Biología, Ecología Marina, Medicina Veterinaria Zootecnista, Biología Marina.
-Experiencia de 1 año en mantenimiento y cuidado de peces de agua dulce.
*Indispensable: Saber bucear.*
-Disponibilidad para laborar en Puebla Puebla.-
· Funciones:
-Actividades Técnicas: Apoyo en preparación de dietas y alimentación de los organismos.
-Actividades de cuidado y mantenimiento de exhibiciones en general: limpieza, ambientación, cuidado de los organismos, entre otras.
-Actividades relativas a la operación diaria de áreas técnicas: cuarentenas, área de preparación de alimentos, rutina diaria de acuario.
· Oferta laboral:
-Pago quincenal + bono
-Prestaciones de Ley desde el primer día.
-Uniformes gratuitos.
-Contrato directo con la empresa.",,12600,
Coordinador/a de Fotografia,"Puebla, Puebla",Puebla,Sector Ambiental y Conservación,"Experiencia en manejo de especies tales como serpientes, camaleones, búhos, chinchillas, etc., Experiencia previa en manejo de personal, Experiencia en ventas y trabajo bajo comisiones, Manejo y gestión de los ejemplares que se sacaran a interacción, Análisis y resolución de problemas",,"ACUARIO MICHIN, TE INVITA A FORMAR PARTE DE SU EQUIPO COMO:
""COORDINADOR DE FOTOGRAFÍA""

Requisitos:
-Edad: 20-30 años
-Escolaridad: Egresados de medicina veterinaria zootecnista, biología, administración de la fauna silvestre o afín
-Experiencia en manejo de especies tales como serpientes, camaleones, búhos, chinchillas, etc.
-Experiencia previa en manejo de personal
-Experiencia en ventas y trabajo bajo comisiones
-Habilidades para trabajar en equipo y alcanzar objetivos 
*Excelente actitud de servicio. *
-No presentar fobias o alergias ya que se tendrá contacto directo con especies. (Decisivo)

Actividades:
-Supervisión y coordinación del personal a cargo 
-Inventarios 
-Manejo y gestión de los ejemplares que se sacaran a interacción 
-Desarrollo y ejecución de estrategias para alcanzar los objetivos de venta
-Toma de fotografías
-Sublimación de tazas

Habilidades:
-Comunicación efectiva
-Liderazgo y gestión de personal
-Análisis y resolución de problemas
-Trabajo bajo presión 


Horario:
-Lunes a domingo
-Descanso entre semana
-Rotativo

Ofrecemos:
-Pago quincenal
-Comisiones
-Prestaciones de ley desde el primer día
-Uniforme gratuito",,12600,
"QFB, biólogo o químico para clases en bachillerato BIS, plantel Milenio","Zapopan, Jalisco",Jalisco,Otro,Realizar planes de clase,,"QFB, biólogo o químico para clases en bachillerato BIS, plantel Milenio

Ecología y medio ambiente
Geografía
Ecología
Biología 1 
Química 1

Realizar planes de clase

Realizar avances programáticos

Participar en las reuniones de academias del plantel",,18600,
Químico farmacéutico biólogo,"Cuautitlán Izcalli, Estado de México",México,Laboratorio,Manejo de PC Paquetería Office (Intermedio),,"Importante Empresa dedicada al Sector Salud solicita:


Químico Validador



Localidad: San Martín Obispo, Cuautitlán Izcalli



BENEFICIOS:

    • Prestaciones de ley (IMSS, vacaciones, aguinaldo)
    • Bono mensual
    • Comedor gratuito



OBJETIVO:  Validar la farmacoterapia de los medicamentos a dispensar en pacientes activos, con el fin de asegurar el envío de los mismos en tiempo y forma; así como garantizar la entrega en la dirección confirmada por el paciente 



Experiencia  en:

    • Farmacéutico clínico 
    • Farmacia 
    • Auxiliar de Farmacia
    • Ventas Mostrador de productos para la salud.



Requisitos:

    • Licenciatura en Farmacia 
    • Químico Farmacéutico Biólogo 
    • Químico Farmacéutico Industrial 

                                        TITULO Y CEDULA


    • Manejo de PC Paquetería Office (Intermedio)



Competencias Requeridas:


    • Actitud de Servicio al Cliente 
    • Actitud Colaborativa 
    • Enfoque a Resultados 
    • Trabajo en Equipo Metódico 
    • Dinámico 
    • Capacidad de Análisis 
    • Toma de decisiones 
    • Comunicación Efectiva
    •  Capacidad de Organización 
    • Resolución de Problemas Liderazgo 


Ofrecemos:


    • Sueldo base mensual
    • Bono mensual por logro de Metas
    • Prestaciones de Ley



Interesados postularse por este medio… será un Gusto que se una a nuestro Equipo de Profesionales",,17100,
Químico Farmaceutico Biologo,"Tijuana, Baja California",Baja California,Laboratorio,"Efectuar análisis clínicos aplicando los procedimientos establecidos y normas aplicables., Experiencia en análisis clínicos., Experiencia en toma de muestras.,  Responsabilizarse de la correcta manipulación, almacenamiento y conservación de las muestras en las fases de examen y post examen de su área.,  Manejar y ser responsable del mantenimiento, conservación y limpieza de los equipos a su cargo, así como del material necesario para su correcto funcionamiento y realización de los procedimientos de trabajo.,  Aplicar y participar en los programas de control de calidad de los métodos de análisis clínicos.,  Realizar la ejecución técnica de los procedimientos analíticos que tiene asignados.,  Asegurar la correcta recepción y toma de muestras de calidad analítica.,  Responsabilizarse del archivo de los resultados y registros obtenidos durante la fase de examen.,  Colaborar en la elaboración y análisis de nuevos procedimientos analíticos y/o pruebas especiales.",,"LABORATORIOS DELIA BARRAZA SOLICITA: QUÍMICOS FARMACEUTICOS BIOLOGOS - EN TIJUANA

OBJETIVO DEL PUESTO:
Efectuar análisis clínicos aplicando los procedimientos establecidos y normas aplicables.

REQUISITOS:
Licenciatura terminada (QFB). contar con título y cédula.
Experiencia en análisis clínicos.
Experiencia en toma de muestras.


FUNCIONES:

	Responsabilizarse de la correcta manipulación, almacenamiento y conservación de las muestras en las fases de examen y post-examen de su área. 
	Manejar y ser responsable del mantenimiento, conservación y limpieza de los equipos a su cargo, así como del material necesario para su correcto funcionamiento y realización de los procedimientos de trabajo. 
	Aplicar y participar en los programas de control de calidad de los métodos de análisis clínicos. 
	Participar en la validación de los métodos de laboratorio. 
	Realizar la ejecución técnica de los procedimientos analíticos que tiene asignados. 
	Asegurar la correcta recepción y toma de muestras de calidad analítica. 
	Responsabilizarse del archivo de los resultados y registros obtenidos durante la fase de examen. 
	Colaborar en la elaboración y análisis de nuevos procedimientos analíticos y/o pruebas especiales. 

FAVOR DE NO POSTULARSE SI NO CUMPLE CON EL PERFIL Y ESCOLARIDAD REQUERIDA.",,18800,
Técnicos en manejo de fauna silvestre (MVZ y Biólogos),"Benito Juárez, Ciudad de México DF",Ciudad de México,Laboratorio,"dedicada a realizar proyectos ambientales a lo largo de la República Mexicana. Nos encontramos en búsqueda de Biólogos y MVZ o carrera afín. Requisitos:, Licencia de manejo vigente y experiencia manejando en carreteras., Contar con cédula profesional (INDISPENSABLE), constancias laborales y constancias de cursos referentes a manejo de fauna silvestre., Experiencia necesaria de 2 años en control y manejo de fauna silvestre, Conocimiento y uso de trampas, cámaras trampa y redes de niebla.",,"PROYECTO AMBIENTAL AEROPORTURARIO - Somos una empresa
dedicada a realizar proyectos ambientales a lo largo de la República Mexicana. Nos encontramos en búsqueda de Biólogos y MVZ o carrera afín. Requisitos: 
-Licencia de manejo vigente y experiencia manejando en carreteras. 
-Contar con cédula profesional (INDISPENSABLE), constancias laborales y constancias de cursos referentes a manejo de fauna silvestre. 
-Experiencia necesaria de 2 años en control y manejo de fauna silvestre
directamente en campo. (Rescate, reubicación y control de fauna)
-Conocimiento y uso de trampas, cámaras trampa y redes de niebla. 
 -Gusto por el trabajo en campo. 

Ofrecemos: 
-Contratación por proyecto 
-Salario base 
-Prestaciones de Ley 
-Hospedaje, traslados al sitio del proyecto. 

Si te encuentras interesado, postúlate por este medio adjuntando tu CV actualizado y en breve nos pondremos en contacto contigo.",,29500,
Biólogo/a,"Armería, Colima",Colima,Otro,,,"* Auxiliar en el área de inocuidad
* conocimientos básicos del área
* Monitoreo de soluciones
* Llenado de bitácoras y reportes diarios
* Supervisión en campo y empaque
* Capacitación y actualización constante",,21500,
Químico Farmacéutico Biólogo,"Querétaro, Querétaro",Querétaro,Laboratorio,"Recepción  y  registro  de  pacientes, toma  de  muestras  sanguíneas y cultivos bacteriológicos, analista en las áreas de Química Clínica, de uroanálisis, de hematología, de parasitología y de Bacteriología clínica.",,"Recepción  y  registro  de  pacientes, toma  de  muestras  sanguíneas y cultivos bacteriológicos, analista en las áreas de Química Clínica, de uroanálisis, de hematología, de parasitología y de Bacteriología clínica.",,18500,
Biólogo/a,"Villa de Álvarez, Colima",Colima,Sector gubernamental,"Se solicita biólogo para realizar trabajo de monitoreo de fauna silvestre, instalación de trampas, sepa manejar vehículo estándar y con disponibilidad para viajar.",,"Se solicita biólogo para realizar trabajo de monitoreo de fauna silvestre, instalación de trampas, sepa manejar vehículo estándar y con disponibilidad para viajar.",,21500,
Docente por Horas,"Puebla, Puebla",Puebla,Laboratorio,"Experiencia comprobable como docente 2 años, experiencia comprobable en el campo laboral 2 años",,"IMPORTANTE INSTITUCIÓN EDUCATIVA  SE ENCUENTRA EN BUSQUEDA DE DOCENTES POR HORA
Solo debes de contar con:
Licenciatura en:
Nutrición
Medicina
Licenciatura en Químico Farmacéutico Biólogo
Licenciatura en Biología
Ingeniería Química
Licenciatura en Químico Farmacéutico Biotecnólogo

Experiencia comprobable como docente 2 años
experiencia comprobable en el campo laboral 2 años 

Ofrecemos:
paho por hora
Prestaciones de ley",,12600,
Responsable Sanitario,"Buctzotz, Yucatán",Baja California,Otro,"2)Supervisar y gestionar el cumplimiento de los estándares de Regulación Sanitaria y normatividad vigente, 3) Supervisar el manejo y venta de los medicamentos controlados.",,"Actividades a realizar:
1) Responsable Sanitario de farmacia
2)Supervisar y gestionar el cumplimiento de los estándares de Regulación Sanitaria y normatividad vigente
3) Supervisar el manejo y venta de los medicamentos controlados.
4) Atender las visitas de verificación realizadas por las autoridades sanitarias

Escolaridad exclusivamente en alguna de las siguientes carreras:
•	Químico Farmacéutico Biólogo
•	Químico Farmacéutico Industrial
•	Químico industrial
•	Licenciado en Química
•	Ingeniero en Biotecnología
•	Licenciatura en Farmacia 

Trabajo por honorarios.

**IMPORTANTE que viva en cualquiera de estos municipio de Buctzotz ó Panaba  y contar con disponibilidad para trasladarse** 
Tipo de puesto: Por tiempo indeterminado
Lugar de trabajo: Empleo presencial",,18800,
Responsable Sanitario,"Teabo, Yucatán",Yucatán,Otro,"2)Supervisar y gestionar el cumplimiento de los estándares de Regulación Sanitaria y normatividad vigente, 3) Supervisar el manejo y venta de los medicamentos controlados.",,"Actividades a realizar:
1) Responsable Sanitario de farmacia
2)Supervisar y gestionar el cumplimiento de los estándares de Regulación Sanitaria y normatividad vigente
3) Supervisar el manejo y venta de los medicamentos controlados.
4) Atender las visitas de verificación realizadas por las autoridades sanitarias

Escolaridad exclusivamente en alguna de las siguientes carreras:
•	Químico Farmacéutico Biólogo
•	Químico Farmacéutico Industrial
•	Químico industrial
•	Licenciado en Química
•	Ingeniero en Biotecnología
•	Licenciatura en Farmacia 


Trabajo por honorarios.

**IMPORTANTE que viva en cualquiera de estos municipios TEABO ó TEKIT y que cuente con disponibilidad para trasladarse** 
Si cumples con los requisitos postúlate por este medio
Tipo de puesto: Por tiempo indeterminado
Lugar de trabajo: Empleo presencial",,18200,
Representante,"Zapopan, Jalisco",Jalisco,Laboratorio,"Experiencia mínima de 3 años en ventas privadas., Experiencia mínima en licitaciones., Elaboración de reportes de ventas y análisis de mercado para optimizar las estrategias comerciales.",,"Vacante: Representante de Ventas Médicas

Buscamos un Representante de Ventas Médicas proactivo y comprometido para unirse a nuestro equipo y contribuir al crecimiento de la empresa.

Requisitos:

Licenciatura en Químico Farmacéutico Biólogo, Administración o afín.
Experiencia mínima de 3 años en ventas privadas.
Experiencia mínima en licitaciones.
Edad de 28 a 38 años.
Licencia de manejo vigente.
Auto propio (se otorga apoyo económico para gastos del vehículo).
Actividades a realizar:

Participación activa en licitaciones públicas y privadas, asegurando el cumplimiento de los requisitos y la preparación de propuestas comerciales.
Prospección y captación de nuevos clientes en el sector médico y farmacéutico.
Seguimiento continuo de cartera de clientes, identificando oportunidades de negocio y ofreciendo soluciones que se adapten a sus necesidades.
Mantenimiento y fidelización de clientes actuales, brindando soporte postventa y atención personalizada.
Elaboración de reportes de ventas y análisis de mercado para optimizar las estrategias comerciales.
Realización de visitas a hospitales, clínicas y otros puntos de venta potenciales para presentar productos y servicios.
Ofrecemos:

Sueldo mensual de 15,000 pesos libres más comisiones.
Prestaciones de ley.
Seguro de vida.
Zona de trabajo: Ciudad Granja y Bajío.
Si cumples con los requisitos y estás interesado en este reto profesional, ¡esperamos tu postulación para unirte a nuestro equipo!

Contacto: Licenciada María José Jiménez al 33 2355 1947.",,18600,
