Nombre,Ciudad,Estado,Relación_profesional,Responsabilidad,Requisitos,Toda,Sueldo,Ingreso_mensual,Diferencia,id_estado,id_relaciones
Tecnico Laboratorista - Flebotomista,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, CDMX",Ciudad de México,Laboratorio,"-Experiencia en toma general de muestras de laboratorio, -Experiencia en criterios de aceptación y rechazo de muestras, -Conocimiento sobre los riesgos de una mala práctica","-Experiencia en Flebotomía, -Experiencia en toma general de muestras de laboratorio, -Experiencia en criterios de aceptación y rechazo de muestras, -Experiencia en Gasometrías / Densitometrías","Descripción, Centro Médico ABC, Campus SANTA FEEstá buscando Técnico Laboratorista (Flebotomista)Requisitos:-Carrera Técnica o Licenciatura de Químico Farmacéutico Biólogo, Químico Clínico, Químico Bacteriólogo Parasitólogo, o afín.-Experiencia en Flebotomía-Experiencia en toma general de muestras de laboratorio-Experiencia en criterios de aceptación y rechazo de muestras-Conocimiento sobre los riesgos de una mala práctica-Experiencia en Gasometrías / Densitometrías-Cultivos vaginales o uretrales según sea el casoOfrecemos:-Sueldo $10,400k brutos mensuales + $2,000 vales de despensa-Disponibilidad de Horario-Buen ambiente laboral, crecimiento profesional, transporte institucional y prestaciones superiores a la ley.-Prestaciones de Ley-Prestaciones Superiores (bonos, transporte, comedor, fondo de ahorro, crecimiento laboral, etc)",10000,29500,-19500,7,1
Biólogo/a,"Tlalpan, Ciudad de México DF",Ciudad de México,Laboratorio,"Laboratorio Ambiental para estudios de contaminación de agua, aire y suelo., Realizar muestreos de agua potable, residual y cruda en diferentes ubicaciones de la República Mexicana., Realizar actividades inherentes a el análisis, como preparación de disoluciones, controles, verificaciones, lavado de material y registro en bitácoras, Realizar análisis estadístico y reporte de resultados, Rastreabilidad de resultados de acuerdo al Sistema de Gestión de Calidad (SGC)",,"Laboratorio Ambiental para estudios de contaminación de agua, aire y suelo.

Están buscando un profesional apasionado por la protección del medio ambiente para unirse al equipo como Muestreador. 

Actividades:
- Realizar muestreos de agua potable, residual y cruda en diferentes ubicaciones de la República Mexicana.
- Viajar por toda la República Mexicana, manejando automóvil estándar.
- Realizar actividades inherentes a el análisis, como preparación de disoluciones, controles, verificaciones, lavado de material y registro en bitácoras
- Realizar análisis estadístico y reporte de resultados
- Rastreabilidad de resultados de acuerdo al Sistema de Gestión de Calidad (SGC)
- Atención de auditorias internas y externas

Oferta:
- Horario de laboratorio: lunes a viernes de 9:00 a.m. a 7:00 p.m. y sábados de 9:00 a.m. a 2:00 p.m.
- Salario mensual de $10,000 netos
- Capacitación 
- Prestaciones de ley (IMSS, contrato, aguinaldo, vacaciones)
- Viáticos para los viajes

Requisitos:
- Saber manejar automóvil estándar
- Contar con licencia vigente
- Disponibilidad para viajar constantemente",10000,29500,-19500,7,1
Químico Fármaco Biólogo,"Tlalnepantla de Baz, Estado de México",Estado de México,Industria de Producción Biológica,"En Reclutapro Pandapé, valoramos tu capacidad para tomar muestras sanguíneas con precisión y tu experiencia en procesos farmacéuticos., En este rol, serás responsable de supervisar y ejecutar protocolos de muestreo y análisis, asegurando la calidad y exactitud de los datos obtenidos., Tu experiencia en procesos te permitirá optimizar y mejorar nuestros métodos de trabajo, garantizando la eficiencia y el cumplimiento de los estándares de calidad., Tu capacidad analítica será fundamental para interpretar resultados y proponer mejoras continuas en nuestros procesos., Si tienes un enfoque detallado y una sólida experiencia en el área de procesos farmacéuticos, esta oportunidad es para ti.",,"Buscamos un Químico Fármaco Biólogo para incorporarse a nuestro equipo de investigación y desarrollo. 
En Reclutapro Pandapé, valoramos tu capacidad para tomar muestras sanguíneas con precisión y tu experiencia en procesos farmacéuticos. 
Tu perfil analítico y metódico será clave para contribuir a nuestros proyectos de innovación en el campo de la farmacología. 

En este rol, serás responsable de supervisar y ejecutar protocolos de muestreo y análisis, asegurando la calidad y exactitud de los datos obtenidos. 
Tu experiencia en procesos te permitirá optimizar y mejorar nuestros métodos de trabajo, garantizando la eficiencia y el cumplimiento de los estándares de calidad. 

Tu capacidad analítica será fundamental para interpretar resultados y proponer mejoras continuas en nuestros procesos. 
Además, tu metodología rigurosa te ayudará a mantener altos estándares de calidad en todos los proyectos en los que participes. 

Si tienes un enfoque detallado y una sólida experiencia en el área de procesos farmacéuticos, esta oportunidad es para ti. 
Únete a un equipo comprometido con la excelencia en la investigación y el desarroll",10000,17100,-7100,9,2
Técnico laboratorista,"Toluca, Estado de México",Estado de México,Laboratorio,"3. Supervisar que se cumpla con las normas sanitarias vigentes., 1.1 Realizar la logística de los planes de contingencia, 1.2 Capturar los resultados del proceso de muestras en el sistema de laboratorio., 1.4 Analizar los listados de muestras que se solicita se subroguen., 2.1 Realizar un análisis de consumo de reactivos y combustibles., 3.1 Supervisar que se cumpla con el adecuado manejo de los residuos tóxicos., 3.2 Conocer la normativa aplicable al laboratorio de análisis clínicos,",,"Estamos en búsqueda de tu talento como 
TECNICO LABORATORISTA 

QUE NECESITAS: 
Escolaridad como Técnico Químico, Laboratorista, Químico Fármaco Biólogo , Ing. en Biotecnología o Ing.  Nanotecnología

Estamos en búsqueda de tu talento como 
TECNICO LABORATORISTA 

QUE NECESITAS: 
Escolaridad como Técnico Químico, Laboratorista, Químico Fármaco Biólogo , Ing. en Biotecnología o Ing.  Nanotecnología

1. Ejecutar planes de contingencia (captura y envío de muestras).
2. Monitorear el consumo de los materiales y equipos de laboratorio.
3. Supervisar que se cumpla con las normas sanitarias vigentes.
4. Reportar las deficiencias en el funcionamiento del equipo de laboratorio.
1.1 Realizar la logística de los planes de contingencia
1.2 Capturar los resultados del proceso de muestras en el sistema de laboratorio.
1.3 Recibir y revisar los insumos y reactivos recibidos por los proveedores externos.
1.4 Analizar los listados de muestras que se solicita se subroguen.
2.1 Realizar un análisis de consumo de reactivos y combustibles.
3.1 Supervisar que se cumpla con el adecuado manejo de los residuos tóxicos.
3.2 Conocer la normativa aplicable al laboratorio de análisis clínicos,
4.1. Reportar al Químico Laboratorista los errores en el equipo de laboratorio

OFRECEMOS:
- PRESTACIONES DE LEY 
- SUELDO DE $10,000 MENSUAL
- Horarios de Lunes a Sábado de 8:00 A 4:00 PM 

ZONA: Hospital Toluca",10000,17100,-7100,9,1
Egresados de Ingeniería química industrial,"Tlalnepantla de Baz, Estado de México",Estado de México,Laboratorio,"5.Colaborar con el equipo de producción para mejorar los procesos y prevenir defectos., Si estas buscando la oportunidad para adquirir experiencia laboral en la industria de plásticos, envíanos tu cv!!!!",,"Oferta de Trabajo: INSPECTORES DE CALIDAD (PROCESOS)
Requisitos:

1.Licenciatura en Ingeniería Química Industrial (ING QUÍMICA O INDUSTRIAL, TITULO NO REQUERIDO, CARRERA CONCLUIDA SÍ)
2.Conocimientos en normas de calidad, especialmente ISO 9001.
3.Capacidad para trabajar en equipo y comunicarse eficazmente.
4.Atención al detalle y habilidades analíticas fuertes.
5.Disposición a aprender y crecer dentro de la empresa.
6. VIVIR A MAXIMO 1HORA 30MIN DE LA EMPRESA

Responsabilidades:

1.Inspeccionar y controlar la calidad de los productos durante todas las etapas de la producción.
2.Asegurar que todos los productos se produzcan de acuerdo con los estándares de calidad establecidos.
3.Identificar y reportar cualquier problema de calidad a los supervisores.
4.Participar en la implementación y mantenimiento del sistema de gestión de calidad ISO 9001.
5.Colaborar con el equipo de producción para mejorar los procesos y prevenir defectos.

Horarios:
•Turnos rolados consecutivos, termina el 3ro y vuelve al 1ro:
*1ra semana: L a S de 06:00 am a 02:00 pm
*2da semana: L a V de 02:00 pm a 10:00 pm y sábado de 9 a 2
*3ra semana: L a V de 10:00 a 06:00 am 
(Turnos de 8 horas, no más. Sí hay horario de comida)

INFORMACIÓN GENERAL:

•	uniformes 

•	MEGA rifa de fin de año y comida

•	Oportunidad de crecimiento

•	prestaciones de ley (obviamente). Prima vacacional superior a la ley a partir de contrato indefinido.

•	Algunos días libres NO estipulados por la ley (ejemplo 3 días de semana santa,10 de Mayo, 2 de Noviembre).

l•      Vales de despensa por 1100

l•CRECIMIENTO SALARIAL ANUAL

Si estas buscando la oportunidad para adquirir experiencia laboral en la industria de plásticos, envíanos tu cv!!!!",10000,17100,-7100,9,1
Seguridad Patrimonial,"Tlalpan, Ciudad de México DF",Ciudad de México,Laboratorio,"Control de acceso a visitantes y proveedores, Control de acceso a empleados, Conocimiento en seguridad intramuros, supervisión de personal, administración de personal, experiencia a partir de 2 años.",,"En Grupo Salinas buscamos agentes de cambio con mentalidad positiva e innovadora, dispuestas a trabajar en equipo para la solución de problemas en las diversas industrias en las que tenemos presencia a nivel nacional e internacional. 
 Seguridad Patrimonial 

Buscamos profesionales que realicen labores de vigilancia, supervisión y control en sus áreas, salvaguardando la integridad física de las personas, bienes e instalaciones 

¿Qué actividades realizarás? 

-Control de acceso a visitantes y proveedores 
-Control de acceso a empleados 
-Seguridad de las inmediaciones de su área, realizando recorridos 
-Planeación de estrategias de salidas de camiones de entrega 
-Coordinación y activación de protocolos de Protección Civil en caso de emergencia 

¿Qué necesitas? 

-Conocimiento en seguridad intramuros, supervisión de personal, administración de personal, experiencia a partir de 2 años. 

¿Qué te ofrecemos? 

-Prestaciones de ley: Vacaciones iniciando con 12 días al año, prima vacacional del 25% anual, aguinaldo de 15 días al año, el cual aumenta de acuerdo con la antigüedad. 
-Condiciones laborales: Horario de 10 y 12 horas, rolado. 
-Beneficios Financieros: Adelanto de nómina, acceso a tarjeta de crédito, crédito personal con tasa preferencial a partir de los 2 años, cambios de divisas, caja de ahorro. 
-Beneficios del puesto: Descuentos desde el 10% en productos dentro de tiendas Elektra y Salinas & Rocha en compras de contado desde el primer día. 
-Servicios: Acceso al nutriólogo, psicólogo, odontólogo, biblioteca, concursos y programas para mejorar tu salud. 
-Promociones y convenios para ti y tu familia: Descuentos en gimnasios, cines, centros de entretenimiento, conciertos, restaurantes, tiendas departamentales, ópticas, laboratorios, clínicas, colegios, escuelas 
de idiomas, universidades, aerolíneas, viajes, agencias automotrices, guarderías.¡Construye tu propia historia de éxito con nosotros!",10000,29500,-19500,7,1
Química en Análisis Clínicos,"Atizapán de Zaragoza, Estado de México",Estado de México,Laboratorio,Experiencia de 1 año,,"Proceso de Muestras de Laboratorio

Experiencia en Hematología, Química Clínica, Inmunología

Experiencia de 1 año

Disponibilidad de Horario

Ofrecemos comisión y servicios de comedor gratuito",10000,17100,-7100,9,1
Quimica sin experiencia,"Cuautitlán Izcalli, Estado de México",Estado de México,Laboratorio,Evaluación y desarrollo de insumos y materias primas,,"Empresa de Cosméticos
solicita:
Química para el área de desarrollo

Escolaridad: Carrera trunca o terminada
Edad: 25-40 años

Funciones:
-Igualación y ajustes de color así como su seguimiento 
-Evaluación y desarrollo de insumos y materias primas
-Elaboración de fichas técnicas de producto

Ofrecemos:
-Sueldo a tratar
-Prestaciones superiores
-Servicio de comedor gratuito

Horario de trabajo lunes a viernes y sábados medio turno.
Interesadas enviar C.V. para su revisión.",10000,17100,-7100,9,1
Químico Fármaco Biólogo,"Tlalnepantla de Baz, Edo. Méx.​",Estado de México,Industria de Producción Biológica,"En Reclutapro Pandapé, valoramos tu capacidad para tomar muestras sanguíneas con precisión y tu experiencia en procesos farmacéuticos., En este rol, serás responsable de supervisar y ejecutar protocolos de muestreo y análisis, asegurando la calidad y exactitud de los datos obtenidos., Tu experiencia en procesos te permitirá optimizar y mejorar nuestros métodos de trabajo, garantizando la eficiencia y el cumplimiento de los estándares de calidad., Tu capacidad analítica será fundamental para interpretar resultados y proponer mejoras continuas en nuestros procesos., Si tienes un enfoque detallado y una sólida experiencia en el área de procesos farmacéuticos, esta oportunidad es para ti., Tiempo de experiencia 3 añosEstudios Universitarios - no titulado","En Reclutapro Pandapé, valoramos tu capacidad para tomar muestras sanguíneas con precisión y tu experiencia en procesos farmacéuticos., Tu experiencia en procesos te permitirá optimizar y mejorar nuestros métodos de trabajo, garantizando la eficiencia y el cumplimiento de los estándares de calidad., Si tienes un enfoque detallado y una sólida experiencia en el área de procesos farmacéuticos, esta oportunidad es para ti., Tiempo de experiencia 3 añosEstudios Universitarios - no titulado","Descripción, Buscamos un Químico Fármaco Biólogo para incorporarse a nuestro equipo de investigación y desarrollo. En Reclutapro Pandapé, valoramos tu capacidad para tomar muestras sanguíneas con precisión y tu experiencia en procesos farmacéuticos. Tu perfil analítico y metódico será clave para contribuir a nuestros proyectos de innovación en el campo de la farmacología.  En este rol, serás responsable de supervisar y ejecutar protocolos de muestreo y análisis, asegurando la calidad y exactitud de los datos obtenidos. Tu experiencia en procesos te permitirá optimizar y mejorar nuestros métodos de trabajo, garantizando la eficiencia y el cumplimiento de los estándares de calidad.  Tu capacidad analítica será fundamental para interpretar resultados y proponer mejoras continuas en nuestros procesos. Además, tu metodología rigurosa te ayudará a mantener altos estándares de calidad en todos los proyectos en los que participes.  Si tienes un enfoque detallado y una sólida experiencia en el área de procesos farmacéuticos, esta oportunidad es para ti. Únete a un equipo comprometido con la excelencia en la investigación y el desarrollLo que busca la empresaTiempo de experiencia 3 añosEstudios Universitarios - no titulado",10000,17100,-7100,9,2
Biólogo/a,"Tlalpan, Ciudad de México DF",Ciudad de México,Laboratorio,"Laboratorio Ambiental para estudios de contaminación de agua, aire y suelo., Realizar muestreos de agua potable, residual y cruda en diferentes ubicaciones de la República Mexicana., Realizar actividades inherentes a el análisis, como preparación de disoluciones, controles, verificaciones, lavado de material y registro en bitácoras, Realizar análisis estadístico y reporte de resultados, Rastreabilidad de resultados de acuerdo al Sistema de Gestión de Calidad (SGC)",,"Laboratorio Ambiental para estudios de contaminación de agua, aire y suelo.

Están buscando un profesional apasionado por la protección del medio ambiente para unirse al equipo como Muestreador. 

Actividades:
- Realizar muestreos de agua potable, residual y cruda en diferentes ubicaciones de la República Mexicana.
- Viajar por toda la República Mexicana, manejando automóvil estándar.
- Realizar actividades inherentes a el análisis, como preparación de disoluciones, controles, verificaciones, lavado de material y registro en bitácoras
- Realizar análisis estadístico y reporte de resultados
- Rastreabilidad de resultados de acuerdo al Sistema de Gestión de Calidad (SGC)
- Atención de auditorias internas y externas

Oferta:
- Horario de laboratorio: lunes a viernes de 9:00 a.m. a 7:00 p.m. y sábados de 9:00 a.m. a 2:00 p.m.
- Salario mensual de $10,000 netos
- Capacitación 
- Prestaciones de ley (IMSS, contrato, aguinaldo, vacaciones)
- Viáticos para los viajes

Requisitos:
- Preferente sexo masculino
- Saber manejar automóvil estándar
- Contar con licencia vigente
- Disponibilidad para viajar constantemente",10000,29500,-19500,7,1
Químico Fármaco Biólogo,"Tlalnepantla de Baz, Estado de México",Estado de México,Industria de Producción Biológica,"En Reclutapro Pandapé, valoramos tu capacidad para tomar muestras sanguíneas con precisión y tu experiencia en procesos farmacéuticos., En este rol, serás responsable de supervisar y ejecutar protocolos de muestreo y análisis, asegurando la calidad y exactitud de los datos obtenidos., Tu experiencia en procesos te permitirá optimizar y mejorar nuestros métodos de trabajo, garantizando la eficiencia y el cumplimiento de los estándares de calidad., Tu capacidad analítica será fundamental para interpretar resultados y proponer mejoras continuas en nuestros procesos., Si tienes un enfoque detallado y una sólida experiencia en el área de procesos farmacéuticos, esta oportunidad es para ti.",,"Buscamos un Químico Fármaco Biólogo para incorporarse a nuestro equipo de investigación y desarrollo. 
En Reclutapro Pandapé, valoramos tu capacidad para tomar muestras sanguíneas con precisión y tu experiencia en procesos farmacéuticos. 
Tu perfil analítico y metódico será clave para contribuir a nuestros proyectos de innovación en el campo de la farmacología. 

En este rol, serás responsable de supervisar y ejecutar protocolos de muestreo y análisis, asegurando la calidad y exactitud de los datos obtenidos. 
Tu experiencia en procesos te permitirá optimizar y mejorar nuestros métodos de trabajo, garantizando la eficiencia y el cumplimiento de los estándares de calidad. 

Tu capacidad analítica será fundamental para interpretar resultados y proponer mejoras continuas en nuestros procesos. 
Además, tu metodología rigurosa te ayudará a mantener altos estándares de calidad en todos los proyectos en los que participes. 

Si tienes un enfoque detallado y una sólida experiencia en el área de procesos farmacéuticos, esta oportunidad es para ti. 
Únete a un equipo comprometido con la excelencia en la investigación y el desarroll",10000,17100,-7100,9,2
Químicos recién egresados Pasantes,"Gustavo A. Madero, Ciudad de México DF",Ciudad de México,Laboratorio,"Trámites ante COFEPRIS: Llenado de formatos de solicitud, Solicitud de citas en la página de COFEPRIS, Revisión de resoluciones disponibles en la página de COFEPRIS, Ingreso y recolección de trámites.",,"Importante Empresa Líder en el mercado se encuentra en la búsqueda de Talento, Participa con nosotros como:

Auxiliar de Asuntos Regulatorios

Principales Actividades:
Trámites ante COFEPRIS: Llenado de formatos de solicitud, Solicitud de citas en la página de COFEPRIS, Revisión de resoluciones disponibles en la página de COFEPRIS, Ingreso y recolección de trámites.
Asistencia administrativa y en asuntos regulatorios: Conformación de expedientes (dossier) para trámites de medicamentos, dispositivos médicos, suplementos alimenticios, entre otros: impresión, foliado y escaneado.
Captura de información de los documentos que conformarán los expedientes.
Cotejo de documentos legales, administrativos y técnicos de los expedientes.
Archivo de documentos, llenado de bitácoras, control de papelería, programación de mensajerías.

Requisitos:
Interés en desarrollarte en área de Asuntos Regulatorios y trámites ante COFEPRIS
Licenciatura o Ingeniería terminada: Médico Cirujano, Médico Cirujano Partero, Cirujano Dentista, Químico Farmacéutico Biólogo, Químico Bacteriólogo Parasitólogo, Ingeniero Bioquímico, Ingeniero Biotecnólogo, o afín  PASANTE UNICAMENTE

Experiencia: Mínima de 6 meses puede aplicar Servicio Social y/o Practicas 
Vivir cerca de la zona de trabajo
Inglés: Intermedio, Se realiza prueba 

Conocimientos en:
Regulación sanitaria de dispositivos médicos y medicamentos
Paquetería Office

Nuestros Beneficios:
Lunes a Viernes 
Prestaciones Superiores: Aguinaldo 30 días, Fondo de Ahorro, Seguro de gastos Médicos, Seguro de Vida, Vales de Despensa

Zona para laborar: Gustavo A. Madero / Cerca del Metro Politécnico

Interesados postularse por este medio",10000,29500,-19500,7,1
Becario/a,"Benito Juárez, Ciudad de México DF",Ciudad de México,Laboratorio,Importante laboratorio se encuentra en búsqueda de BECARIO.,,"Importante laboratorio se encuentra en búsqueda de BECARIO.

Este puesto ofrece la oportunidad a un estudiante en sus últimos semestres (6° en adelante) de aprender sobre el sistema de calidad de la industria farmacéutica, Buenas Prácticas de Manufactura (BPM), Buenas Prácticas de Documentación (BPD) y la regulación mexicana en cuanto a calidad y cumplimiento.

Funciones y Responsabilidades Básicas.

1. Presentar sometimientos ante COFEPRIS, escanear, subir evidencias de los
mismos y dar seguimiento a las resoluciones en la página web de
COFEPRIS.
2. Organizar los archivos en el servidor de asuntos regulatorios y
farmacovigilancia.
3. Solicitar y dar seguimiento a pagos a COFEPRIS y proveedores
relacionados.
4. Apoyar en la preparación de expedientes (nueva molécula y biológicos).
5. Crear/mantener bases de datos para asuntos regulatorios y
farmacovigilancia.
6. Otras actividades relacionadas con asuntos regulatorios y
farmacovigilancia (seguimiento de traducciones, generación de
documentación).
7. Apoyar en actividades del sistema de gestión de calidad relacionadas con
Asuntos Regulatorios y Farmacovigilancia.

Requisitos Básicos

Estudiante inscrito en alguno de los siguientes programas de licenciatura (6°
semestre en adelante)INDISPENSABLE:

• Químico Farmacéutico Biólogo (QFB)
• Químico Farmacéutico Industrial
• Químico Biólogo Parasitólogo
• Ingeniero Químico

Experiencia Profesional: No se requiere experiencia.
Habilidades de Gestión: No se requiere experiencia.
Habilidades Lingüísticas:

*Inglés – Nivel intermedio (oral y escrito) INDISPENSABLE
**Se aplicará examen para el idioma

Se Ofrece 
Apoyo mensual de $10,000
Jornada de Lunes a Viernes de 08:00 a 14:00
Esquema híbrido  (2 días Oficina /3 días Home Office)
Oportunidad de carrera dentro de la empresa.

Interesados postularse por este medio.",10000,29500,-19500,7,1
Técnico laboratorista,"Toluca, Estado de México",Estado de México,Laboratorio,"3. Supervisar que se cumpla con las normas sanitarias vigentes., 1.1 Realizar la logística de los planes de contingencia, 1.2 Capturar los resultados del proceso de muestras en el sistema de laboratorio., 1.4 Analizar los listados de muestras que se solicita se subroguen., 2.1 Realizar un análisis de consumo de reactivos y combustibles., 3.1 Supervisar que se cumpla con el adecuado manejo de los residuos tóxicos., 3.2 Conocer la normativa aplicable al laboratorio de análisis clínicos,",,"Estamos en búsqueda de tu talento como 
TECNICO LABORATORISTA 

QUE NECESITAS: 
Escolaridad como Técnico Químico, Laboratorista, Químico Fármaco Biólogo , Ing. en Biotecnología o Ing.  Nanotecnología

Estamos en búsqueda de tu talento como 
TECNICO LABORATORISTA 

QUE NECESITAS: 
Escolaridad como Técnico Químico, Laboratorista, Químico Fármaco Biólogo , Ing. en Biotecnología o Ing.  Nanotecnología

1. Ejecutar planes de contingencia (captura y envío de muestras).
2. Monitorear el consumo de los materiales y equipos de laboratorio.
3. Supervisar que se cumpla con las normas sanitarias vigentes.
4. Reportar las deficiencias en el funcionamiento del equipo de laboratorio.
1.1 Realizar la logística de los planes de contingencia
1.2 Capturar los resultados del proceso de muestras en el sistema de laboratorio.
1.3 Recibir y revisar los insumos y reactivos recibidos por los proveedores externos.
1.4 Analizar los listados de muestras que se solicita se subroguen.
2.1 Realizar un análisis de consumo de reactivos y combustibles.
3.1 Supervisar que se cumpla con el adecuado manejo de los residuos tóxicos.
3.2 Conocer la normativa aplicable al laboratorio de análisis clínicos,
4.1. Reportar al Químico Laboratorista los errores en el equipo de laboratorio

OFRECEMOS:
- PRESTACIONES DE LEY 
- SUELDO DE $10,000 MENSUAL
- Horarios de Lunes a Sábado de 8:00 A 4:00 PM 

ZONA: Hospital Toluca",10000,17100,-7100,9,1
Egresados de Ingeniería química industrial,"Tlalnepantla de Baz, Estado de México",Estado de México,Laboratorio,"5.Colaborar con el equipo de producción para mejorar los procesos y prevenir defectos., Si estas buscando la oportunidad para adquirir experiencia laboral en la industria de plásticos, envíanos tu cv!!!!",,"Oferta de Trabajo: INSPECTORES DE CALIDAD (PROCESOS)
Requisitos:

1.Licenciatura en Ingeniería Química Industrial (ING QUÍMICA O INDUSTRIAL, TITULO NO REQUERIDO, CARRERA CONCLUIDA SÍ)
2.Conocimientos en normas de calidad, especialmente ISO 9001.
3.Capacidad para trabajar en equipo y comunicarse eficazmente.
4.Atención al detalle y habilidades analíticas fuertes.
5.Disposición a aprender y crecer dentro de la empresa.
6. VIVIR A MAXIMO 1HORA 30MIN DE LA EMPRESA

Responsabilidades:

1.Inspeccionar y controlar la calidad de los productos durante todas las etapas de la producción.
2.Asegurar que todos los productos se produzcan de acuerdo con los estándares de calidad establecidos.
3.Identificar y reportar cualquier problema de calidad a los supervisores.
4.Participar en la implementación y mantenimiento del sistema de gestión de calidad ISO 9001.
5.Colaborar con el equipo de producción para mejorar los procesos y prevenir defectos.

Horarios:
•Turnos rolados consecutivos, termina el 3ro y vuelve al 1ro:
*1ra semana: L a S de 06:00 am a 02:00 pm
*2da semana: L a V de 02:00 pm a 10:00 pm y sábado de 9 a 2
*3ra semana: L a V de 10:00 a 06:00 am 
(Turnos de 8 horas, no más. Sí hay horario de comida)

INFORMACIÓN GENERAL:

•	uniformes 

•	MEGA rifa de fin de año y comida

•	Oportunidad de crecimiento

•	prestaciones de ley (obviamente). Prima vacacional superior a la ley a partir de contrato indefinido.

•	Algunos días libres NO estipulados por la ley (ejemplo 3 días de semana santa,10 de Mayo, 2 de Noviembre).

l•      Vales de despensa por 1100

l•CRECIMIENTO SALARIAL ANUAL

Si estas buscando la oportunidad para adquirir experiencia laboral en la industria de plásticos, envíanos tu cv!!!!",10000,17100,-7100,9,1
Becario/a interesado en la venta de aditivos para consumo pecuario,"Ecatepec de Morelos, Estado de México",Estado de México,Industria de Producción Biológica,,,"Solicitamos:
BECARIO PARA VENTAS FEED (ADITIVOS DE CONSERVACION PARA EL SECTOR PECUARIO)

¿QUÉ NECESITAS PARA ESTA POSICIÓN?

Estar cursando los últimos semestres de la carrera en Química, química de alimentos, agronomía, agronomía zootecnista.

Tener entre 18 a 25 años

Contar con seguro facultativo (el que proporciona la universidad)

¡!!SOLO SE ACEPTAN ESTUDIANTES ACTIVOS!!!

¿QUÉ ACTIVIDADES REALIZARÉ?
* Implementar un estudio de mercado para conocer precios, competencia, tendencias y aplicaciones en el sector de aditivos para consumo pecuario.
*Acompañamiento a ejecutivos de venta para visitas con clientes.
* Desarrollar proyectos para impulsar negocios no existentes en la compañía a través del entendimiento de las necesidades del cliente.

¿QUÉ TE OFRECEMOS?
Beca de $10,000 libres al mes (PAGO MENSUAL)
Zona de trabajo: Hibrido (90% Home Office y 10% presencial) 
Horario de trabajo: Lunes a Viernes (6 horas al día)

Interesados postularse por este medio",10000,17100,-7100,9,2
Becario/a para el área de Investigación y desarrollo,"Ecatepec de Morelos, Estado de México",Estado de México,Laboratorio,"Generación de base de datos por cliente/producto aplicado/alimento analizado/ tipo de análisis/dosis de aplicación/resultado de todos los análisis realizados por el laboratorio de los últimos 4 años para creación de artículos técnicos con propósito promocional para apoyo del área de Ventas., Búsqueda de información técnica en fuentes oficiales, IA e internet, relativa a desarrollo de nuevos productos y productos existentes del portafolio, que ayuden al mejor diseño de productos y a la gestión del dossier técnico requerido para gestionar los registros sanitarios de los productos.",,"Solicitamos:
BECARIO PARA INVESTIGACIÓN Y DESARROLLO 

¿QUÉ NECESITAS PARA ESTA POSICIÓN?
Estar cursando los últimos semestres de la carrera en Bioquímica, agroindustrial, alimentos, Química

Tener entre 18 a 25 años

Contar con seguro facultativo (el que proporciona la universidad)

¡!!SOLO SE ACEPTAN ESTUDIANTES ACTIVOS!!!

¿QUÉ ACTIVIDADES REALIZARÉ?

* Generación de base de datos por cliente/producto aplicado/alimento analizado/ tipo de análisis/dosis de aplicación/resultado de todos los análisis realizados por el laboratorio de los últimos 4 años para creación de artículos técnicos con propósito promocional para apoyo del área de Ventas.

* Búsqueda de información técnica en fuentes oficiales, IA e internet, relativa a desarrollo de nuevos productos y productos existentes del portafolio, que ayuden al mejor diseño de productos y a la gestión del dossier técnico requerido para gestionar los registros sanitarios de los productos. 

* Optimización de documentos en excel o cualquier otra herramienta, que permita tener alertas para llevar a cabo la actualización de especificaciones técnicas y hojas de seguridad, de acuerdo a la fecha de vencimiento del Sistema de Gestión de calidad.                                             

* Participar en el diseño de nuevos productos mediante análisis fisicoquímicos, pruebas en planta y estudios de vida de anaquel.

* Mejora de documentos de control y bases de datos existentes para optimizar tiempos de llenado y creación de reportes

¿QUÉ TE OFRECEMOS?
Beca de $10,000 libres al mes (PAGO MENSUAL)
Zona de trabajo: Hibrido (3 días en planta y 2 días en HO) 
Horario de trabajo: Lunes a Viernes (6 horas al dia)

Interesados postularse por este medio",10000,17100,-7100,9,1
Química en Análisis Clínicos,"Atizapán de Zaragoza, Estado de México",Estado de México,Laboratorio,Experiencia de 1 año,,"Proceso de Muestras de Laboratorio

Experiencia en Hematología, Química Clínica, Inmunología

Experiencia de 1 año

Disponibilidad de Horario

Ofrecemos comisión y servicios de comedor gratuito",10000,17100,-7100,9,1
Quimica sin experiencia,"Cuautitlán Izcalli, Estado de México",Estado de México,Laboratorio,Evaluación y desarrollo de insumos y materias primas,,"Empresa de Cosméticos
solicita:
Química para el área de desarrollo

Escolaridad: Carrera trunca o terminada
Edad: 25-40 años

Funciones:
-Igualación y ajustes de color así como su seguimiento 
-Evaluación y desarrollo de insumos y materias primas
-Elaboración de fichas técnicas de producto

Ofrecemos:
-Sueldo a tratar
-Prestaciones superiores
-Servicio de comedor gratuito

Horario de trabajo lunes a viernes y sábados medio turno.
Interesadas enviar C.V. para su revisión.",10000,17100,-7100,9,1
